19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,49,50,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,51,52,19,19,32,19,19,19,19,19,19,19,19,19,19,53,19
19,19,19,19,32,32,32,19,19,19,19,19,19,19,19,19,19,19
19,19,19,32,32,32,32,19,19,19,19,19,19,19,19,19,19,19
19,19,32,32,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,32,32,32,32,32,32,32,32,32,19,19,19,19,19,19,19,19
19,32,32,32,32,32,32,32,32,32,32,19,19,19,19,19,19,19
19,32,32,32,32,32,32,32,32,32,32,32,19,19,19,19,19,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
