0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,19,19,20,21,19,19,19,19,19,19,19,19,23,19,19,0
0,19,19,20,21,20,21,19,19,20,19,19,19,22,25,24,19,0
0,19,19,19,19,19,19,19,20,21,20,19,19,26,27,28,19,0
0,19,19,19,19,19,19,19,19,19,19,19,19,19,29,19,19,0
0,19,19,19,19,19,19,19,19,19,19,19,19,19,29,19,53,0
0,19,19,19,32,19,19,32,19,19,19,32,19,19,19,19,19,0
0,19,19,38,35,39,32,32,32,19,32,32,19,19,19,19,19,0
0,19,34,37,19,37,32,32,32,32,32,32,19,19,19,19,19,0
0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
