19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,19,19,19,19,19,19,49,50,19,19,19,19,19,19,19,19,19
19,19,19,19,19,19,19,51,52,19,19,19,19,19,20,21,19,19
19,19,19,19,19,19,19,19,19,19,19,19,19,20,21,20,21,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,19,19,19,19,19,19,38,39,19,19,19,19,19,19,19,19,19
19,19,19,19,19,19,38,37,37,39,19,19,19,19,19,19,19,19
19,19,19,19,19,19,19,19,37,37,36,19,19,19,19,19,53,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
