19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,19,19,19,19,19,19,19,19,19,19,32,19,19,19,19,19,19
19,19,19,19,19,19,19,19,19,19,34,35,36,19,19,19,19,19
19,19,19,38,39,19,19,19,19,34,35,35,35,36,19,19,19,19
19,19,34,37,37,36,19,19,34,35,35,35,35,35,36,19,19,19
19,34,35,35,35,35,36,34,35,35,35,35,35,35,35,36,53,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
