19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,19,20,19,19,19,19,19,19,19,19,49,50,19,19,19,19,19
19,20,21,20,19,19,19,19,19,19,19,51,52,19,19,19,19,19
19,19,19,19,19,19,19,44,20,45,19,19,19,19,19,19,19,19
19,54,19,19,19,19,19,46,47,48,19,19,19,19,19,19,19,19
19,19,19,19,19,19,19,38,39,19,19,19,19,19,19,19,19,19
19,19,19,19,19,19,38,37,37,39,19,19,19,19,19,19,19,19
19,19,19,19,19,19,37,37,37,37,39,19,19,19,19,19,19,19
19,19,19,19,38,37,37,37,37,37,37,19,19,19,19,19,19,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
