19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,19,23,23,6,6,6,23,23,19,19,19,19,19,19,19,19,19
19,22,25,25,25,25,25,25,25,24,19,19,19,19,19,6,6,19
19,26,27,27,27,27,27,27,27,28,39,19,19,19,6,25,25,19
19,19,26,27,27,27,27,27,28,37,35,39,19,19,26,27,25,19
19,19,19,26,25,25,25,28,35,35,35,35,39,19,19,26,27,19
19,19,19,19,26,27,28,35,35,35,35,35,35,39,19,19,3,19
19,19,19,38,35,35,35,35,35,35,35,35,35,35,39,19,3,19
19,19,34,37,37,37,37,37,37,37,37,37,37,37,37,36,3,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
